cell_type	AF	AID	BD	BMI	Cardiovas	cd	CKD	College_edu	glucose_q	HDL_q	Hypothyroidism	ibd	insominia	LDL_q	Lymphocyte_count	MDD	Monocyte_count	Nrt_new	RA	RBC	SBP	Scz_new	Smoking	T1D	T2D_2	TG_q	uc
Large_Intestine.Lgr5+ undifferentiated cell (Distal)	0.520185596040074	0.996345610323724	0.668463449393782	0.74202153005272	0.747363776927123	0.99999941405903	0.101187205149671	0.998097647114214	0.37433442980985	0.249350440040113	0.988040057135712	0.999999385409305	0.94984273564448	0.000500255513492882	0.999452994004235	0.999888232572976	0.998147322958933	0.998270135149917	0.985663828204662	0.00500366388980046	0.798355447549628	0.975570270702466	0.858347248136712	0.534846970248744	0.11691607806455	0.373324972593614	0.999999402282552
Large_Intestine.Lgr5+ undifferentiated cell (Proximal)	0.343168100921361	0.927576614668038	0.846909771932639	0.789837644806943	0.247453154915205	0.999761805397884	0.335683932854023	0.998646979359879	0.48861929632979	0.495641443137614	0.916265861166329	0.999768898640701	0.972996029834015	3.53361842686279e-06	0.969132576387662	0.998970864153343	0.99640785807026	0.995357405856012	0.95798516477876	0.00248677524570554	0.53137861666433	0.918304874035159	0.940873028529963	0.57803233262511	0.106378274722698	0.487788370186233	0.999769776138448
Large_Intestine.Lgr5- amplifying undifferentiated cell	0.281628183340555	0.875354354936386	0.88928842484219	0.10791323528544	0.0897831971066722	0.981940612742055	0.132762585169443	0.790026050120965	0.326112985147392	0.826484889578469	0.812523683728654	0.982064024201384	0.986704103461632	0.000798921959594285	0.648623012584633	0.966868446275669	0.990605792962849	0.973827273254681	0.634104201743718	0.0211350174274967	0.065132945418608	0.960299647457795	0.706114824367909	0.329174032303019	0.00233606562078917	0.323713271027189	0.982215459954894
Large_Intestine.Lgr5- undifferentiated cell	0.769201390031187	0.306659898288993	0.875649204523103	0.179500616619238	0.138880780774396	0.679826872791559	0.172649209787621	0.874015043670493	0.855937119849192	0.93193168991064	0.444907869608187	0.682846829008482	0.954468177423217	0.0126466402495631	0.349989495625838	0.964564915990176	0.962083818761772	0.985861509612374	0.552742253077882	0.538563905135128	0.1163171684827	0.979205801848837	0.478694839224665	0.273455285165513	0.00132928996381644	0.854915201040395	0.682222905373842
Large_Intestine.Tuft cell	0.118076121345275	0.00218722616550688	0.0417347155466218	0.00317214252724662	0.00010481918789548	0.000875313346692509	0.000420422760873031	0.0578066848295326	0.0691806548906107	0.0259123304644609	0.0398087298272738	0.000878393448061345	0.637664105812965	0.0103183704412932	0.392867895697817	0.497257724094548	0.214931850346744	0.270787664326805	0.00112553028209569	0.0628740072593667	0.000963184882404049	0.000215277715848026	0.0205390298226375	3.75283565424673e-05	0.00892359863743238	0.0692195815560747	0.000878797878737834
Limb_Muscle.B cell	0.581496790422469	6.06142015359016e-24	0.498125101466383	0.90343264637416	0.415320124736838	2.7397161143517e-24	0.475601689735121	0.802925148948843	0.0663973174162828	0.10023070496869	3.38468019621229e-24	3.26353582388824e-24	0.609202761505023	0.0315928351842206	1.67428891371801e-22	0.297018265123048	4.6502292100813e-08	0.323053895951814	2.0282068683733e-31	0.049013081400605	0.869339890662219	0.0363974065005167	0.531945609627506	1.34675262444708e-12	0.114994867100733	0.0667636435170302	3.13544688262744e-24
Limb_Muscle.T cell	0.449097043623887	1.07801436361656e-28	0.0604965344542095	0.980275456778561	0.627359815891622	1.42626863046382e-17	0.361232677199226	0.928783827512208	0.882158807943114	0.953207907405685	3.4697777520547e-26	1.56176820591985e-17	0.653080443882546	0.511158957393122	6.14187776779931e-14	0.0885484377712883	0.00253533062678285	0.456939241038046	1.25976770467254e-16	0.149912713232165	0.980603945747988	0.545414250672785	0.481203036791514	7.3929786786113e-15	0.62210199524101	0.8823681423251	1.51011352717286e-17
Limb_Muscle.endothelial cell	0.151436053273056	0.718604764624118	0.927074206693834	0.957335105335346	0.00951507086628696	0.141752418933608	0.245184525545415	0.974698699034805	0.508601463459294	0.0747148101661671	0.677905771766734	0.144238211487949	0.791740321166874	0.179785509136496	0.00256996524734114	0.603094943830191	0.00422572260089621	0.809107726796122	0.619582361212285	0.9737507474436	7.13770183447849e-06	0.965154643704101	0.99617374547912	0.493503011753095	0.829410272798153	0.50736541264746	0.143745595812247
Limb_Muscle.lymphocyte	0.655429206175528	1.58337295401523e-30	0.564905714027908	0.999853227697882	0.886200294001088	7.94491594370601e-21	0.672971293232634	0.982115176758309	0.478938311073044	0.60305940611773	5.60523868910406e-32	8.27549543868038e-21	0.68627916531167	0.0393881863549344	5.29932107114341e-19	0.794776265009624	1.26043821564517e-05	0.711461661254323	1.36105047190936e-35	0.379405034509349	0.999040989090542	0.726957972865641	0.748471761638779	3.70583386473498e-11	0.458916861599723	0.480830566015828	8.39079083533145e-21
Limb_Muscle.macrophage	0.856761580487127	1.61758380267198e-06	0.992484209626527	0.999999366972069	0.967065368771194	2.24962341323909e-12	0.22094815975085	0.999970672653181	0.0336359092476798	0.0162066732307612	2.18840424008162e-06	2.12649477775954e-12	0.944429911423639	0.000131770480324468	2.41628379337567e-07	0.998179103078603	1.92813184860805e-12	0.976755822582565	5.84742992560256e-06	0.0325999489683835	0.999624611245092	0.992731454911912	0.995552843556703	0.00315973387208799	0.999337234336611	0.0336295342128051	2.1116229161665e-12
